Data/Folder/File, TRUE label, CLASSIFIED label
('data/071/000', 'spam') spam
('data/095/177', 'ham') ham
('data/095/178', 'ham') ham
('data/095/179', 'ham') ham
('data/095/180', 'ham') ham
('data/095/181', 'spam') spam
('data/095/182', 'spam') spam
('data/095/183', 'ham') ham
('data/095/184', 'ham') ham
('data/095/185', 'spam') spam
('data/095/186', 'ham') ham
('data/095/187', 'spam') spam
('data/095/188', 'spam') spam
('data/095/189', 'spam') spam
('data/095/190', 'spam') spam
('data/095/191', 'spam') spam
('data/095/192', 'spam') spam
('data/095/193', 'spam') spam
('data/095/194', 'spam') spam
('data/095/195', 'ham') ham
('data/095/196', 'ham') ham
('data/095/197', 'ham') ham
('data/095/198', 'spam') ham
('data/095/199', 'ham') ham
('data/095/200', 'ham') ham
('data/095/201', 'spam') spam
('data/095/202', 'spam') spam
('data/095/203', 'ham') ham
('data/095/204', 'spam') spam
('data/095/205', 'ham') ham
('data/095/206', 'spam') spam
('data/095/207', 'spam') spam
('data/095/208', 'spam') spam
('data/095/209', 'ham') ham
('data/095/210', 'ham') ham
('data/095/211', 'spam') spam
('data/095/212', 'ham') ham
('data/095/213', 'spam') spam
('data/095/214', 'spam') spam
('data/095/215', 'spam') spam
('data/095/216', 'spam') spam
('data/095/217', 'ham') ham
('data/095/218', 'spam') spam
('data/095/219', 'spam') spam
('data/095/220', 'ham') ham
('data/095/221', 'spam') spam
('data/095/222', 'spam') spam
('data/095/223', 'ham') ham
('data/095/224', 'spam') spam
('data/095/225', 'spam') spam
('data/095/226', 'spam') ham
('data/095/227', 'spam') spam
('data/095/228', 'ham') ham
('data/095/229', 'spam') spam
('data/095/230', 'spam') spam
('data/095/231', 'ham') ham
('data/095/232', 'spam') spam
('data/095/233', 'spam') spam
('data/095/234', 'spam') spam
('data/095/235', 'spam') spam
('data/095/236', 'spam') spam
('data/095/237', 'spam') spam
('data/095/238', 'ham') ham
('data/095/239', 'spam') spam
('data/095/240', 'spam') spam
('data/095/241', 'spam') spam
('data/095/242', 'spam') spam
('data/095/243', 'spam') spam
('data/095/244', 'ham') ham
('data/095/245', 'ham') ham
('data/095/246', 'ham') ham
('data/095/247', 'ham') spam
('data/095/248', 'spam') spam
('data/095/249', 'ham') ham
('data/095/250', 'spam') spam
('data/095/251', 'ham') ham
('data/095/252', 'ham') ham
('data/095/253', 'ham') ham
('data/095/254', 'ham') ham
('data/095/255', 'spam') spam
('data/095/256', 'spam') spam
('data/095/257', 'spam') spam
('data/095/258', 'ham') ham
('data/095/259', 'ham') ham
('data/095/260', 'spam') spam
('data/095/261', 'ham') spam
('data/095/262', 'ham') ham
('data/095/263', 'ham') ham
('data/095/264', 'ham') ham
('data/095/265', 'spam') ham
('data/095/266', 'spam') spam
('data/095/267', 'ham') spam
('data/095/268', 'ham') spam
('data/095/269', 'spam') spam
('data/095/270', 'ham') ham
('data/095/271', 'spam') spam
('data/095/272', 'ham') ham
('data/095/273', 'ham') ham
('data/095/274', 'spam') spam
('data/095/275', 'spam') spam
('data/095/276', 'spam') spam
('data/095/277', 'spam') spam
('data/095/278', 'ham') ham
('data/095/279', 'spam') spam
('data/095/280', 'ham') ham
('data/095/281', 'ham') ham
('data/095/282', 'spam') spam
('data/095/283', 'ham') ham
('data/095/284', 'spam') ham
('data/095/285', 'ham') ham
('data/095/286', 'spam') spam
('data/095/287', 'spam') spam
('data/095/288', 'spam') ham
('data/095/289', 'spam') spam
('data/095/290', 'ham') ham
('data/095/291', 'spam') spam
('data/095/292', 'ham') ham
('data/095/293', 'spam') spam
('data/095/294', 'spam') spam
('data/095/295', 'spam') spam
('data/095/296', 'spam') spam
('data/095/297', 'spam') spam
('data/095/298', 'spam') spam
('data/095/299', 'ham') ham
('data/096/000', 'ham') ham
('data/096/001', 'spam') ham
('data/096/002', 'ham') ham
('data/096/003', 'ham') ham
('data/096/004', 'spam') spam
('data/096/005', 'spam') spam
('data/096/006', 'spam') spam
('data/096/007', 'spam') spam
('data/096/008', 'spam') spam
('data/096/009', 'spam') spam
('data/096/010', 'spam') spam
('data/096/011', 'spam') spam
('data/096/012', 'spam') spam
('data/096/013', 'ham') ham
('data/096/014', 'ham') ham
('data/096/015', 'ham') ham
('data/096/016', 'ham') spam
('data/096/017', 'spam') spam
('data/096/018', 'ham') ham
('data/096/019', 'spam') spam
('data/096/020', 'spam') spam
('data/096/021', 'spam') spam
('data/096/022', 'spam') ham
('data/096/023', 'spam') spam
('data/096/024', 'spam') ham
('data/096/025', 'spam') spam
('data/096/026', 'spam') spam
('data/096/027', 'spam') spam
('data/096/028', 'spam') spam
('data/096/029', 'spam') spam
('data/096/030', 'spam') spam
('data/096/031', 'spam') ham
('data/096/032', 'ham') ham
('data/096/033', 'spam') spam
('data/096/034', 'spam') spam
('data/096/035', 'ham') ham
('data/096/036', 'spam') spam
('data/096/037', 'spam') spam
('data/096/038', 'spam') ham
('data/096/039', 'spam') spam
('data/096/040', 'spam') spam
('data/096/041', 'spam') spam
('data/096/042', 'spam') spam
('data/096/043', 'ham') ham
('data/096/044', 'spam') spam
('data/096/045', 'spam') spam
('data/096/046', 'spam') spam
('data/096/047', 'spam') spam
('data/096/048', 'spam') spam
('data/096/049', 'spam') spam
('data/096/050', 'ham') ham
('data/096/051', 'spam') spam
('data/096/052', 'spam') spam
('data/096/053', 'spam') spam
('data/096/054', 'spam') spam
('data/096/055', 'spam') spam
('data/096/056', 'spam') spam
('data/096/057', 'spam') spam
('data/096/058', 'ham') ham
('data/096/059', 'spam') spam
('data/096/060', 'spam') spam
('data/096/061', 'spam') spam
('data/096/062', 'spam') spam
('data/096/063', 'ham') ham
('data/096/064', 'spam') spam
('data/096/065', 'ham') ham
('data/096/066', 'spam') spam
('data/096/067', 'ham') spam
('data/096/068', 'ham') ham
('data/096/069', 'ham') ham
('data/096/070', 'spam') spam
('data/096/071', 'spam') spam
('data/096/072', 'ham') spam
('data/096/073', 'spam') spam
('data/096/074', 'spam') ham
('data/096/075', 'spam') spam
('data/096/076', 'spam') spam
('data/096/077', 'spam') spam
('data/096/078', 'spam') spam
('data/096/079', 'spam') spam
('data/096/080', 'spam') spam
('data/096/081', 'spam') spam
('data/096/082', 'spam') spam
('data/096/083', 'spam') spam
('data/096/084', 'ham') ham
('data/096/085', 'spam') spam
('data/096/086', 'spam') spam
('data/096/087', 'spam') spam
('data/096/088', 'spam') spam
('data/096/089', 'ham') ham
('data/096/090', 'spam') spam
('data/096/091', 'ham') ham
('data/096/092', 'ham') ham
('data/096/093', 'ham') ham
('data/096/094', 'spam') spam
('data/096/095', 'ham') ham
('data/096/096', 'ham') ham
('data/096/097', 'ham') ham
('data/096/098', 'spam') spam
('data/096/099', 'ham') ham
('data/096/100', 'spam') spam
('data/096/101', 'spam') spam
('data/096/102', 'spam') ham
('data/096/103', 'spam') spam
('data/096/104', 'spam') spam
('data/096/105', 'ham') ham
('data/096/106', 'spam') spam
('data/096/107', 'ham') ham
('data/096/108', 'ham') ham
('data/096/109', 'spam') ham
('data/096/110', 'ham') ham
('data/096/111', 'ham') ham
('data/096/112', 'ham') ham
('data/096/113', 'spam') spam
('data/096/114', 'spam') spam
('data/096/115', 'ham') ham
('data/096/116', 'spam') spam
('data/096/117', 'spam') spam
('data/096/118', 'spam') spam
('data/096/119', 'spam') spam
('data/096/120', 'ham') ham
('data/096/121', 'ham') ham
('data/096/122', 'spam') spam
('data/096/123', 'spam') spam
('data/096/124', 'spam') spam
('data/096/125', 'spam') spam
('data/096/126', 'spam') spam
('data/096/127', 'spam') spam
('data/096/128', 'spam') spam
('data/096/129', 'spam') spam
('data/096/130', 'spam') spam
('data/096/131', 'spam') spam
('data/096/132', 'spam') spam
('data/096/133', 'spam') spam
('data/096/134', 'spam') spam
('data/096/135', 'spam') spam
('data/096/136', 'spam') spam
('data/096/137', 'spam') spam
('data/096/138', 'spam') spam
('data/096/139', 'spam') spam
('data/096/140', 'ham') spam
('data/096/141', 'spam') spam
('data/096/142', 'spam') ham
('data/096/143', 'spam') spam
('data/096/144', 'spam') ham
('data/096/145', 'spam') ham
('data/096/146', 'ham') ham
('data/096/147', 'ham') ham
('data/096/148', 'ham') ham
('data/096/149', 'spam') spam
('data/096/150', 'spam') spam
('data/096/151', 'spam') spam
('data/096/152', 'spam') spam
('data/096/153', 'spam') spam
('data/096/154', 'ham') ham
('data/096/155', 'ham') ham
('data/096/156', 'spam') spam
('data/096/157', 'ham') ham
('data/096/158', 'ham') ham
('data/096/159', 'ham') ham
('data/096/160', 'ham') ham
('data/096/161', 'ham') ham
('data/096/162', 'spam') spam
('data/096/163', 'spam') spam
('data/096/164', 'spam') spam
('data/096/165', 'ham') ham
('data/096/166', 'spam') ham
('data/096/167', 'spam') spam
('data/096/168', 'spam') spam
('data/096/169', 'ham') ham
('data/096/170', 'ham') ham
('data/096/171', 'ham') ham
('data/096/172', 'ham') ham
('data/096/173', 'ham') ham
('data/096/174', 'ham') ham
('data/096/175', 'ham') ham
('data/096/176', 'spam') spam
('data/096/177', 'spam') spam
('data/096/178', 'spam') spam
('data/096/179', 'spam') spam
('data/096/180', 'ham') ham
('data/096/181', 'spam') spam
('data/096/182', 'spam') spam
('data/096/183', 'spam') spam
('data/096/184', 'spam') spam
('data/096/185', 'spam') spam
('data/096/186', 'spam') spam
('data/096/187', 'spam') spam
('data/096/188', 'spam') spam
('data/096/189', 'spam') spam
('data/096/190', 'spam') spam
('data/096/191', 'spam') spam
('data/096/192', 'spam') spam
('data/096/193', 'spam') spam
('data/096/194', 'spam') spam
('data/096/195', 'spam') spam
('data/096/196', 'spam') spam
('data/096/197', 'spam') spam
('data/096/198', 'spam') spam
('data/096/199', 'spam') spam
('data/096/200', 'spam') spam
('data/096/201', 'ham') ham
('data/096/202', 'spam') spam
('data/096/203', 'spam') ham
('data/096/204', 'ham') ham
('data/096/205', 'ham') ham
('data/096/206', 'spam') spam
('data/096/207', 'spam') spam
('data/096/208', 'ham') ham
('data/096/209', 'ham') ham
('data/096/210', 'spam') spam
('data/096/211', 'ham') ham
('data/096/212', 'spam') spam
('data/096/213', 'spam') spam
('data/096/214', 'spam') spam
('data/096/215', 'spam') spam
('data/096/216', 'spam') spam
('data/096/217', 'spam') spam
('data/096/218', 'spam') spam
('data/096/219', 'spam') spam
('data/096/220', 'spam') spam
('data/096/221', 'spam') spam
('data/096/222', 'spam') spam
('data/096/223', 'spam') spam
('data/096/224', 'spam') spam
('data/096/225', 'spam') spam
('data/096/226', 'spam') spam
('data/096/227', 'ham') ham
('data/096/228', 'ham') ham
('data/096/229', 'ham') ham
('data/096/230', 'ham') ham
('data/096/231', 'spam') spam
('data/096/232', 'ham') ham
('data/096/233', 'ham') ham
('data/096/234', 'spam') spam
('data/096/235', 'ham') ham
('data/096/236', 'spam') spam
('data/096/237', 'spam') spam
('data/096/238', 'ham') ham
('data/096/239', 'spam') spam
('data/096/240', 'spam') spam
('data/096/241', 'spam') spam
('data/096/242', 'spam') spam
('data/096/243', 'ham') ham
('data/096/244', 'ham') ham
('data/096/245', 'ham') ham
('data/096/246', 'spam') spam
('data/096/247', 'spam') spam
('data/096/248', 'spam') spam
('data/096/249', 'spam') spam
('data/096/250', 'spam') spam
('data/096/251', 'ham') ham
('data/096/252', 'spam') spam
('data/096/253', 'ham') spam
('data/096/254', 'ham') ham
('data/096/255', 'ham') ham
('data/096/256', 'spam') spam
('data/096/257', 'spam') spam
('data/096/258', 'spam') spam
('data/096/259', 'ham') ham
('data/096/260', 'spam') spam
('data/096/261', 'spam') spam
('data/096/262', 'ham') ham
('data/096/263', 'ham') ham
('data/096/264', 'spam') spam
('data/096/265', 'spam') spam
('data/096/266', 'spam') ham
('data/096/267', 'spam') spam
('data/096/268', 'spam') spam
('data/096/269', 'spam') spam
('data/096/270', 'spam') spam
('data/096/271', 'ham') ham
('data/096/272', 'spam') spam
('data/096/273', 'spam') spam
('data/096/274', 'spam') spam
('data/096/275', 'spam') spam
('data/096/276', 'spam') spam
('data/096/277', 'ham') ham
('data/096/278', 'ham') ham
('data/096/279', 'spam') spam
('data/096/280', 'ham') ham
('data/096/281', 'ham') ham
('data/096/282', 'ham') ham
('data/096/283', 'spam') spam
('data/096/284', 'spam') spam
('data/096/285', 'spam') spam
('data/096/286', 'spam') spam
('data/096/287', 'ham') ham
('data/096/288', 'spam') spam
('data/096/289', 'spam') spam
('data/096/290', 'ham') ham
('data/096/291', 'spam') spam
('data/096/292', 'spam') spam
('data/096/293', 'spam') spam
('data/096/294', 'spam') spam
('data/096/295', 'spam') spam
('data/096/296', 'spam') spam
('data/096/297', 'ham') ham
('data/096/298', 'spam') spam
('data/096/299', 'ham') ham
('data/097/000', 'spam') spam
('data/097/001', 'spam') spam
('data/097/002', 'ham') ham
('data/097/003', 'spam') spam
('data/097/004', 'ham') ham
('data/097/005', 'spam') ham
('data/097/006', 'ham') ham
('data/097/007', 'spam') spam
('data/097/008', 'ham') ham
('data/097/009', 'spam') spam
('data/097/010', 'spam') spam
('data/097/011', 'spam') spam
('data/097/012', 'ham') ham
('data/097/013', 'spam') spam
('data/097/014', 'spam') spam
('data/097/015', 'spam') spam
('data/097/016', 'ham') ham
('data/097/017', 'spam') spam
('data/097/018', 'spam') spam
('data/097/019', 'ham') ham
('data/097/020', 'ham') ham
('data/097/021', 'spam') ham
('data/097/022', 'spam') spam
('data/097/023', 'spam') spam
('data/097/024', 'spam') spam
('data/097/025', 'ham') ham
('data/097/026', 'ham') ham
('data/097/027', 'spam') spam
('data/097/028', 'spam') ham
('data/097/029', 'spam') spam
('data/097/030', 'spam') spam
('data/097/031', 'ham') ham
('data/097/032', 'spam') ham
('data/097/033', 'spam') spam
('data/097/034', 'spam') spam
('data/097/035', 'spam') spam
('data/097/036', 'spam') spam
('data/097/037', 'ham') ham
('data/097/038', 'ham') ham
('data/097/039', 'spam') spam
('data/097/040', 'spam') spam
('data/097/041', 'ham') spam
('data/097/042', 'spam') spam
('data/097/043', 'spam') spam
('data/097/044', 'spam') spam
('data/097/045', 'spam') spam
('data/097/046', 'spam') spam
('data/097/047', 'spam') spam
('data/097/048', 'spam') spam
('data/097/049', 'spam') ham
('data/097/050', 'spam') spam
('data/097/051', 'spam') spam
('data/097/052', 'spam') spam
('data/097/053', 'spam') spam
('data/097/054', 'spam') spam
('data/097/055', 'spam') spam
('data/097/056', 'spam') spam
('data/097/057', 'spam') spam
('data/097/058', 'spam') spam
('data/097/059', 'spam') spam
('data/097/060', 'spam') spam
('data/097/061', 'spam') spam
('data/097/062', 'ham') ham
('data/097/063', 'ham') ham
('data/097/064', 'spam') spam
('data/097/065', 'ham') ham
('data/097/066', 'spam') spam
('data/097/067', 'spam') spam
('data/097/068', 'ham') ham
('data/097/069', 'ham') ham
('data/097/070', 'spam') spam
('data/097/071', 'spam') spam
('data/097/072', 'spam') ham
('data/097/073', 'spam') ham
('data/097/074', 'ham') ham
('data/097/075', 'ham') ham
('data/097/076', 'spam') spam
('data/097/077', 'ham') ham
('data/097/078', 'spam') spam
('data/097/079', 'spam') spam
('data/097/080', 'spam') spam
('data/097/081', 'ham') ham
('data/097/082', 'ham') ham
('data/097/083', 'ham') ham
('data/097/084', 'spam') spam
('data/097/085', 'spam') spam
('data/097/086', 'spam') spam
('data/097/087', 'spam') spam
('data/097/088', 'ham') ham
('data/097/089', 'spam') ham
('data/097/090', 'spam') spam
('data/097/091', 'spam') spam
('data/097/092', 'spam') spam
('data/097/093', 'ham') spam
('data/097/094', 'ham') spam
('data/097/095', 'ham') ham
('data/097/096', 'spam') spam
('data/097/097', 'ham') spam
('data/097/098', 'spam') ham
('data/097/099', 'spam') spam
('data/097/100', 'spam') spam
('data/097/101', 'ham') spam
('data/097/102', 'spam') spam
('data/097/103', 'ham') spam
('data/097/104', 'spam') spam
('data/097/105', 'spam') spam
('data/097/106', 'spam') spam
('data/097/107', 'ham') ham
('data/097/108', 'spam') spam
('data/097/109', 'spam') spam
('data/097/110', 'spam') spam
('data/097/111', 'ham') ham
('data/097/112', 'spam') spam
('data/097/113', 'spam') spam
('data/097/114', 'spam') spam
('data/097/115', 'spam') spam
('data/097/116', 'spam') spam
('data/097/117', 'spam') spam
('data/097/118', 'spam') spam
('data/097/119', 'ham') ham
('data/097/120', 'ham') ham
('data/097/121', 'spam') spam
('data/097/122', 'spam') spam
('data/097/123', 'ham') spam
('data/097/124', 'spam') spam
('data/097/125', 'spam') spam
('data/097/126', 'spam') spam
('data/097/127', 'spam') spam
('data/097/128', 'spam') spam
('data/097/129', 'spam') spam
('data/097/130', 'spam') spam
('data/097/131', 'spam') spam
('data/097/132', 'spam') spam
('data/097/133', 'ham') ham
('data/097/134', 'ham') ham
('data/097/135', 'spam') spam
('data/097/136', 'spam') spam
('data/097/137', 'spam') spam
('data/097/138', 'spam') spam
('data/097/139', 'ham') ham
('data/097/140', 'ham') ham
('data/097/141', 'ham') ham
('data/097/142', 'ham') ham
('data/097/143', 'ham') ham
('data/097/144', 'ham') ham
('data/097/145', 'ham') ham
('data/097/146', 'ham') ham
('data/097/147', 'ham') ham
('data/097/148', 'ham') ham
('data/097/149', 'spam') spam
('data/097/150', 'ham') ham
('data/097/151', 'spam') ham
('data/097/152', 'spam') spam
('data/097/153', 'ham') ham
('data/097/154', 'ham') ham
('data/097/155', 'ham') ham
('data/097/156', 'ham') ham
('data/097/157', 'ham') ham
('data/097/158', 'spam') spam
('data/097/159', 'spam') ham
('data/097/160', 'ham') spam
('data/097/161', 'spam') spam
('data/097/162', 'spam') spam
('data/097/163', 'spam') spam
('data/097/164', 'spam') ham
('data/097/165', 'spam') spam
('data/097/166', 'ham') spam
('data/097/167', 'spam') spam
('data/097/168', 'spam') spam
('data/097/169', 'spam') ham
('data/097/170', 'ham') ham
('data/097/171', 'ham') ham
('data/097/172', 'spam') spam
('data/097/173', 'spam') spam
('data/097/174', 'spam') spam
('data/097/175', 'ham') ham
('data/097/176', 'spam') spam
('data/097/177', 'spam') spam
('data/097/178', 'ham') ham
('data/097/179', 'spam') spam
('data/097/180', 'spam') spam
('data/097/181', 'spam') spam
('data/097/182', 'spam') spam
('data/097/183', 'spam') spam
('data/097/184', 'spam') spam
('data/097/185', 'spam') spam
('data/097/186', 'spam') spam
('data/097/187', 'spam') spam
('data/097/188', 'spam') spam
('data/097/189', 'spam') spam
('data/097/190', 'spam') spam
('data/097/191', 'ham') ham
('data/097/192', 'spam') spam
('data/097/193', 'spam') ham
('data/097/194', 'spam') spam
('data/097/195', 'spam') spam
('data/097/196', 'ham') spam
('data/097/197', 'ham') ham
('data/097/198', 'ham') ham
('data/097/199', 'spam') spam
('data/097/200', 'spam') spam
('data/097/201', 'ham') ham
('data/097/202', 'spam') spam
('data/097/203', 'spam') spam
('data/097/204', 'spam') spam
('data/097/205', 'spam') spam
('data/097/206', 'ham') ham
('data/097/207', 'spam') spam
('data/097/208', 'ham') ham
('data/097/209', 'spam') spam
('data/097/210', 'spam') spam
('data/097/211', 'spam') ham
('data/097/212', 'ham') ham
('data/097/213', 'spam') spam
('data/097/214', 'spam') spam
('data/097/215', 'ham') ham
('data/097/216', 'ham') ham
('data/097/217', 'spam') spam
('data/097/218', 'spam') ham
('data/097/219', 'ham') ham
('data/097/220', 'spam') spam
('data/097/221', 'spam') spam
('data/097/222', 'ham') spam
('data/097/223', 'spam') spam
('data/097/224', 'spam') spam
('data/097/225', 'spam') spam
('data/097/226', 'spam') spam
('data/097/227', 'spam') spam
('data/097/228', 'spam') spam
('data/097/229', 'spam') spam
('data/097/230', 'spam') spam
('data/097/231', 'spam') spam
('data/097/232', 'spam') spam
('data/097/233', 'ham') spam
('data/097/234', 'ham') ham
('data/097/235', 'spam') spam
('data/097/236', 'ham') ham
('data/097/237', 'spam') spam
('data/097/238', 'spam') spam
('data/097/239', 'spam') ham
('data/097/240', 'spam') spam
('data/097/241', 'spam') spam
('data/097/242', 'spam') spam
('data/097/243', 'ham') ham
('data/097/244', 'spam') spam
('data/097/245', 'spam') spam
('data/097/246', 'spam') spam
('data/097/247', 'spam') spam
('data/097/248', 'ham') ham
('data/097/249', 'spam') spam
('data/097/250', 'ham') ham
('data/097/251', 'spam') spam
('data/097/252', 'spam') spam
('data/097/253', 'spam') spam
('data/097/254', 'ham') ham
('data/097/255', 'ham') ham
('data/097/256', 'spam') spam
('data/097/257', 'ham') ham
('data/097/258', 'spam') spam
('data/097/259', 'spam') spam
('data/097/260', 'ham') ham
('data/097/261', 'spam') spam
('data/097/262', 'spam') spam
('data/097/263', 'ham') ham
('data/097/264', 'spam') spam
('data/097/265', 'ham') ham
('data/097/266', 'ham') ham
('data/097/267', 'spam') spam
('data/097/268', 'ham') ham
('data/097/269', 'ham') ham
('data/097/270', 'ham') ham
('data/097/271', 'spam') spam
('data/097/272', 'ham') ham
('data/097/273', 'ham') ham
('data/097/274', 'ham') ham
('data/097/275', 'spam') spam
('data/097/276', 'spam') spam
('data/097/277', 'ham') ham
('data/097/278', 'spam') spam
('data/097/279', 'ham') ham
('data/097/280', 'spam') spam
('data/097/281', 'spam') spam
('data/097/282', 'spam') spam
('data/097/283', 'spam') spam
('data/097/284', 'spam') spam
('data/097/285', 'spam') spam
('data/097/286', 'spam') spam
('data/097/287', 'spam') spam
('data/097/288', 'spam') spam
('data/097/289', 'spam') spam
('data/097/290', 'spam') spam
('data/097/291', 'spam') spam
('data/097/292', 'spam') spam
('data/097/293', 'spam') spam
('data/097/294', 'spam') spam
('data/097/295', 'spam') spam
('data/097/296', 'spam') spam
('data/097/297', 'spam') spam
('data/097/298', 'spam') spam
('data/097/299', 'spam') spam
('data/098/000', 'spam') spam
('data/098/001', 'spam') spam
('data/098/002', 'ham') ham
('data/098/003', 'spam') spam
('data/098/004', 'ham') ham
('data/098/005', 'spam') spam
('data/098/006', 'spam') spam
('data/098/007', 'ham') ham
('data/098/008', 'ham') ham
('data/098/009', 'spam') spam
('data/098/010', 'spam') spam
('data/098/011', 'ham') ham
('data/098/012', 'ham') ham
('data/098/013', 'ham') ham
('data/098/014', 'spam') spam
('data/098/015', 'ham') ham
('data/098/016', 'ham') ham
('data/098/017', 'ham') ham
('data/098/018', 'spam') spam
('data/098/019', 'spam') spam
('data/098/020', 'ham') ham
('data/098/021', 'ham') ham
('data/098/022', 'ham') ham
('data/098/023', 'ham') ham
('data/098/024', 'spam') spam
('data/098/025', 'ham') ham
('data/098/026', 'spam') spam
('data/098/027', 'spam') ham
('data/098/028', 'ham') ham
('data/098/029', 'ham') ham
('data/098/030', 'ham') ham
('data/098/031', 'spam') spam
('data/098/032', 'spam') spam
('data/098/033', 'spam') spam
('data/098/034', 'spam') spam
('data/098/035', 'ham') ham
('data/098/036', 'spam') spam
('data/098/037', 'spam') spam
('data/098/038', 'spam') spam
('data/098/039', 'spam') spam
('data/098/040', 'ham') spam
('data/098/041', 'spam') spam
('data/098/042', 'spam') ham
('data/098/043', 'spam') spam
('data/098/044', 'spam') spam
('data/098/045', 'spam') spam
('data/098/046', 'spam') spam
('data/098/047', 'spam') spam
('data/098/048', 'spam') spam
('data/098/049', 'spam') spam
('data/098/050', 'spam') spam
('data/098/051', 'spam') spam
('data/098/052', 'spam') ham
('data/098/053', 'spam') spam
('data/098/054', 'spam') spam
('data/098/055', 'ham') ham
('data/098/056', 'ham') ham
('data/098/057', 'spam') spam
('data/098/058', 'spam') spam
('data/098/059', 'ham') ham
('data/098/060', 'ham') ham
('data/098/061', 'ham') ham
('data/098/062', 'ham') ham
('data/098/063', 'spam') spam
('data/098/064', 'ham') ham
('data/098/065', 'ham') ham
('data/098/066', 'ham') ham
('data/098/067', 'spam') spam
('data/098/068', 'spam') spam
('data/098/069', 'spam') spam
('data/098/070', 'spam') spam
('data/098/071', 'spam') spam
('data/098/072', 'spam') spam
('data/098/073', 'ham') spam
('data/098/074', 'spam') ham
('data/098/075', 'ham') ham
('data/098/076', 'spam') spam
('data/098/077', 'spam') spam
('data/098/078', 'spam') spam
('data/098/079', 'spam') spam
('data/098/080', 'spam') spam
('data/098/081', 'spam') spam
('data/098/082', 'spam') spam
('data/098/083', 'ham') ham
('data/098/084', 'ham') ham
('data/098/085', 'spam') spam
('data/098/086', 'ham') ham
('data/098/087', 'spam') spam
('data/098/088', 'ham') ham
('data/098/089', 'ham') ham
('data/098/090', 'ham') ham
('data/098/091', 'ham') ham
('data/098/092', 'ham') ham
('data/098/093', 'spam') spam
('data/098/094', 'spam') spam
('data/098/095', 'spam') spam
('data/098/096', 'spam') spam
('data/098/097', 'spam') ham
('data/098/098', 'spam') spam
('data/098/099', 'spam') ham
('data/098/100', 'spam') spam
('data/098/101', 'spam') ham
('data/098/102', 'ham') ham
('data/098/103', 'spam') spam
('data/098/104', 'spam') spam
('data/098/105', 'spam') spam
('data/098/106', 'ham') ham
('data/098/107', 'spam') spam
('data/098/108', 'spam') spam
('data/098/109', 'ham') ham
('data/098/110', 'ham') ham
('data/098/111', 'spam') spam
('data/098/112', 'spam') spam
('data/098/113', 'spam') spam
('data/098/114', 'spam') spam
('data/098/115', 'spam') spam
('data/098/116', 'spam') spam
('data/098/117', 'spam') spam
('data/098/118', 'spam') spam
('data/098/119', 'spam') spam
('data/098/120', 'spam') spam
('data/098/121', 'spam') spam
('data/098/122', 'spam') spam
('data/098/123', 'spam') spam
('data/098/124', 'spam') spam
('data/098/125', 'spam') spam
('data/098/126', 'spam') spam
('data/098/127', 'spam') spam
('data/098/128', 'ham') spam
('data/098/129', 'spam') spam
('data/098/130', 'spam') spam
('data/098/131', 'ham') ham
('data/098/132', 'spam') spam
('data/098/133', 'spam') spam
('data/098/134', 'spam') spam
('data/098/135', 'spam') ham
('data/098/136', 'spam') spam
('data/098/137', 'spam') spam
('data/098/138', 'spam') spam
('data/098/139', 'spam') spam
('data/098/140', 'spam') spam
('data/098/141', 'spam') spam
('data/098/142', 'spam') spam
('data/098/143', 'spam') spam
('data/098/144', 'spam') ham
('data/098/145', 'spam') spam
('data/098/146', 'spam') spam
('data/098/147', 'spam') spam
('data/098/148', 'spam') spam
('data/098/149', 'spam') spam
('data/098/150', 'ham') ham
('data/098/151', 'spam') spam
('data/098/152', 'spam') spam
('data/098/153', 'ham') ham
('data/098/154', 'spam') spam
('data/098/155', 'spam') spam
('data/098/156', 'spam') spam
('data/098/157', 'ham') ham
('data/098/158', 'spam') spam
('data/098/159', 'ham') ham
('data/098/160', 'ham') ham
('data/098/161', 'spam') spam
('data/098/162', 'ham') ham
('data/098/163', 'ham') ham
('data/098/164', 'spam') spam
('data/098/165', 'ham') ham
('data/098/166', 'ham') ham
('data/098/167', 'ham') ham
('data/098/168', 'ham') ham
('data/098/169', 'ham') ham
('data/098/170', 'spam') spam
('data/098/171', 'spam') spam
('data/098/172', 'ham') ham
('data/098/173', 'ham') ham
('data/098/174', 'ham') ham
('data/098/175', 'ham') ham
('data/098/176', 'spam') spam
('data/098/177', 'ham') ham
('data/098/178', 'spam') spam
('data/098/179', 'spam') ham
('data/098/180', 'spam') ham
('data/098/181', 'spam') spam
('data/098/182', 'ham') ham
('data/098/183', 'ham') ham
('data/098/184', 'ham') ham
('data/098/185', 'spam') ham
('data/098/186', 'spam') spam
('data/098/187', 'ham') spam
('data/098/188', 'ham') ham
('data/098/189', 'spam') spam
('data/098/190', 'spam') spam
('data/098/191', 'spam') spam
('data/098/192', 'spam') spam
('data/098/193', 'spam') spam
('data/098/194', 'ham') ham
('data/098/195', 'spam') spam
('data/098/196', 'spam') ham
('data/098/197', 'ham') ham
('data/098/198', 'ham') ham
('data/098/199', 'spam') spam
('data/098/200', 'ham') ham
('data/098/201', 'ham') ham
('data/098/202', 'ham') ham
('data/098/203', 'spam') spam
('data/098/204', 'spam') spam
('data/098/205', 'spam') spam
('data/098/206', 'spam') spam
